id,citing,citing_venue,cited,cited_venue,creation,is_citing_iris,is_cited_iris,flow,citing_issns,cited_issns,citing_scimago_area,citing_scimago_category,citing_doaj_lcc,citing_doaj_subject,cited_scimago_area,cited_scimago_category,cited_doaj_lcc,cited_doaj_subject
oci:062402086461-061702622356,omid:br/062402086461,Advanced Fiber Materials [omid:br/062402086874 issn:2524-7921 issn:2524-793X openalex:S4210182575],omid:br/061702622356,Scientific Reports [omid:br/0616055349 issn:2045-2322 openalex:S196734849],2022-03-10,False,True,Incoming,"['25247921', '2524793X']",['20452322'],Materials Science,"Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Materials Science (miscellaneous) (Q1); Polymers and Plastics (Q1)",,,Multidisciplinary,Multidisciplinary (Q1),R|Q,Medicine | Science
oci:06180510693-06240657531,omid:br/06180510693,Neurobiology Of Disease [omid:br/064010628 issn:0969-9961 openalex:S35878148],omid:br/06240657531,Journal Of Neuroscience Research [omid:br/065013372 doi:10.1002/(issn)1097-4547 issn:0360-4012 issn:1097-4547 openalex:S76417895],2020-05,True,False,Outgoing,['09699961'],"['10974547', '03604012', '10974547']",Neuroscience,Neurology (Q1),RC321-571,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry,Neuroscience,Cellular and Molecular Neuroscience (Q2),,
oci:062601679465-061202029225,omid:br/062601679465,The Journal Of Chemical Physics [omid:br/067037880 issn:0021-9606 issn:1089-7690 openalex:S77047749],omid:br/061202029225,Journal Of Chemical Theory And Computation [omid:br/0619047782 issn:1549-9618 issn:1549-9626 openalex:S189701308],2012-12-21,False,True,Incoming,"['00219606', '10897690']","['15499618', '15499626']",Chemistry; Medicine; Physics and Astronomy,Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1); Medicine (miscellaneous) (Q2),,,Chemistry; Computer Science,Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1),,
oci:062301774011-06401831383,omid:br/062301774011,Physical Review A [omid:br/0619043744 issn:2469-9926 issn:2469-9934 openalex:S4210182288],omid:br/06401831383,New Journal Of Physics [omid:br/0626048721 issn:1367-2630 openalex:S148121101],2018-03-08,False,True,Incoming,"['24699926', '24699934']",['13672630'],Physics and Astronomy,"Atomic and Molecular Physics, and Optics (Q1)",,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),Q|QC1-999,Science: Physics
oci:061301807297-062301808328,omid:br/061301807297,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],omid:br/062301808328,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],2022-02-07,True,True,Internal,"['13652966', '00358711', '13652966']","['13652966', '00358711', '13652966']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy
oci:0680570979-06202326791,omid:br/0680570979,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],omid:br/06202326791,SoftwareX [omid:br/06202327300 issn:2352-7110 openalex:S2506067282],2021-03-24,False,True,Incoming,"['24700010', '24700029']",['23527110'],Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,,Computer Science,Computer Science Applications (Q2); Software (Q2),QA76.75-76.765,Science: Mathematics: Instruments and machines: Electronic computers. Computer science: Computer software
oci:062301845443-06190411550,omid:br/062301845443,The Journal Of Physical Chemistry A [omid:br/0621041077 issn:1089-5639 issn:1520-5215 openalex:S146709414],omid:br/06190411550,International Journal Of Quantum Chemistry [omid:br/061507360 doi:10.1002/(issn)1097-461x issn:0020-7608 issn:1097-461X openalex:S167203149],2017-10-06,False,True,Incoming,"['10895639', '15205215']","['00207608', '1097461X']",Chemistry; Medicine,Medicine (miscellaneous) (Q2); Physical and Theoretical Chemistry (Q2),,,Chemistry; Physics and Astronomy,"Atomic and Molecular Physics, and Optics (Q3); Condensed Matter Physics (Q3); Physical and Theoretical Chemistry (Q3)",,
oci:062203426888-062401680869,omid:br/062203426888,Astronomy & Astrophysics [omid:br/064040455 issn:0004-6361 issn:1432-0746 openalex:S205231332],omid:br/062401680869,Annual Review Of Astronomy And Astrophysics [omid:br/062401681954 issn:0066-4146 issn:1545-4282 openalex:S29882555],2022-09,True,False,Outgoing,"['00046361', '14320746']","['00664146', '15454282']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),,
oci:06101690943-06302832254,omid:br/06101690943,Zeitschrift Für Physik C Particles And Fields [omid:br/0612035595 issn:0170-9739 issn:1431-5858 issn:1434-6044 issn:1434-6052],omid:br/06302832254,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],2021-01,True,False,Outgoing,"['01709739', '14315858', '14346044', '14346052']",['03702693'],Engineering; Physics and Astronomy,Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1),QB460-466|QC770-798,Science: Astronomy: Astrophysics | Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics
oci:06904478720-062603328541,omid:br/06904478720,Physical Review B [omid:br/0619043761 issn:2469-9950 issn:2469-9969 openalex:S4210237713],omid:br/062603328541,Nature Physics [omid:br/0622061045 issn:1745-2473 issn:1745-2481 openalex:S156274416],2024-07-19,True,False,Outgoing,"['24699950', '24699969']","['17452473', '17452481']",Materials Science; Physics and Astronomy,"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1)",,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:061901855118-06901923887,omid:br/061901855118,Physics Of The Dark Universe [omid:br/061901855462 issn:2212-6864 openalex:S2898356015],omid:br/06901923887,Progress Of Theoretical Physics [omid:br/069049631 issn:0033-068X issn:1347-4081 openalex:S83252788],2016-03,True,False,Outgoing,['22126864'],"['0033068X', '13474081']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),,,,,,
oci:061601823447-061501732093,omid:br/061601823447,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],omid:br/061501732093,The Astrophysical Journal [omid:br/064040542 issn:0004-637X issn:1538-4357 openalex:S1980519],2007-12-17,False,True,Incoming,"['13652966', '00358711', '13652966']","['0004637X', '15384357']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics
oci:06801673340-06210508356,omid:br/06801673340,Zeitschrift Für Physik C Particles And Fields [omid:br/0612035595 issn:0170-9739 issn:1431-5858 issn:1434-6044 issn:1434-6052],omid:br/06210508356,Journal Of Instrumentation [omid:br/064010524 doi:10.1088/1748-0221 issn:1748-0221 openalex:S116045149],2013-10,False,True,Incoming,"['01709739', '14315858', '14346044', '14346052']","['17480221', '17480221']",Engineering; Physics and Astronomy,Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1),QB460-466|QC770-798,Science: Astronomy: Astrophysics | Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Mathematics; Physics and Astronomy,Instrumentation (Q3); Mathematical Physics (Q3),,
oci:06702217804-0650682020,omid:br/06702217804,G3 Genes|Genomes|Genetics [omid:br/0625039188 doi:10.1534/g3.111.000000 issn:2160-1836 openalex:S109822313],omid:br/0650682020,Cell [omid:br/0611013894 issn:0092-8674 openalex:S110447773],2021-11-15,False,True,Incoming,['21601836'],['00928674'],"Biochemistry, Genetics and Molecular Biology; Medicine",Genetics (Q2); Genetics (clinical) (Q2); Medicine (miscellaneous) (Q2); Molecular Biology (Q2),QH426-470,Science: Biology (General): Genetics,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)",,
oci:06502234391-06150119872,omid:br/06502234391,The Journal Of Physical Chemistry A [omid:br/0621041077 issn:1089-5639 issn:1520-5215 openalex:S146709414],omid:br/06150119872,Chemical Physics Letters [omid:br/062302564 issn:0009-2614 openalex:S44567922],2011-08-18,True,False,Outgoing,"['10895639', '15205215']",['00092614'],Chemistry; Medicine,Medicine (miscellaneous) (Q2); Physical and Theoretical Chemistry (Q2),,,Chemistry; Physics and Astronomy,Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2),,
oci:06804433664-06170295891,omid:br/06804433664,Journal Of Materiomics [omid:br/06120815179 issn:2352-8478 openalex:S2764607427],omid:br/06170295891,Nature Materials [omid:br/061205501 issn:1476-1122 issn:1476-4660 openalex:S103895331],2023-05,False,True,Incoming,['23528478'],"['14761122', '14764660']",Materials Science,"Electronic, Optical and Magnetic Materials (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)",TA401-492,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials,Chemistry; Engineering; Materials Science; Physics and Astronomy,Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1),,
oci:06602443157-06404322937,omid:br/06602443157,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],omid:br/06404322937,Progress Of Theoretical And Experimental Physics [omid:br/0614035189 issn:2050-3911 openalex:S4210202364],2017-04-03,False,True,Incoming,"['00319007', '10797114']",['20503911'],Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),QC1-999,Science: Physics
oci:0690573211-06801673447,omid:br/0690573211,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],omid:br/06801673447,Zeitschrift Für Physik C Particles And Fields [omid:br/0612035595 issn:0170-9739 issn:1431-5858 issn:1434-6044 issn:1434-6052],2020-11-25,False,True,Incoming,"['24700010', '24700029']","['01709739', '14315858', '14346044', '14346052']",Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,,Engineering; Physics and Astronomy,Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1),QB460-466|QC770-798,Science: Astronomy: Astrophysics | Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:06170520401-06210524438,omid:br/06170520401,Applied Physics Letters [omid:br/067011551 issn:0003-6951 issn:1077-3118 openalex:S105243760],omid:br/06210524438,Applied Physics Letters [omid:br/067011551 issn:0003-6951 issn:1077-3118 openalex:S105243760],2015-09-28,True,False,Outgoing,"['00036951', '10773118']","['00036951', '10773118']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:06901836886-06402206521,omid:br/06901836886,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],omid:br/06402206521,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],2016-04-12,True,False,Outgoing,"['13652966', '00358711', '13652966']","['13652966', '00358711', '13652966']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy
oci:06502242929-06180799270,omid:br/06502242929,East European Politics [omid:br/06502243984 issn:2159-9165 issn:2159-9173 openalex:S2764536841],omid:br/06180799270,European Journal Of Political Research [omid:br/069021533 issn:0304-4130 issn:1475-6765 openalex:S135158421],2014-03-07,True,False,Outgoing,"['21599165', '21599173']","['03044130', '14756765']",Social Sciences,"Development (Q1); Geography, Planning and Development (Q1); Political Science and International Relations (Q1)",,,Social Sciences,Sociology and Political Science (Q1),,
oci:061502117580-062202101998,omid:br/061502117580,Inorganic Chemistry [omid:br/0618045095 issn:0020-1669 issn:1520-510X openalex:S171072222],omid:br/062202101998,Inorganic Chemistry [omid:br/0618045095 issn:0020-1669 issn:1520-510X openalex:S171072222],2015-05-20,True,False,Outgoing,"['00201669', '1520510X']","['00201669', '1520510X']",Chemistry,Chemistry (miscellaneous) (Q1); Inorganic Chemistry (Q1); Physical and Theoretical Chemistry (Q1),,,Chemistry,Chemistry (miscellaneous) (Q1); Inorganic Chemistry (Q1); Physical and Theoretical Chemistry (Q1),,
oci:06210600751-06601565142,omid:br/06210600751,NeuroImage: Clinical [omid:br/065012097 issn:2213-1582 openalex:S2898194095],omid:br/06601565142,Frontiers In Aging Neuroscience [omid:br/0618035863 doi:10.3389/fnagi issn:1663-4365 openalex:S118428158],2017,False,True,Incoming,['22131582'],['16634365'],Medicine; Neuroscience,"Cognitive Neuroscience (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",R858-859.7|RC346-429,Medicine: Medicine (General): Computer applications to medicine. Medical informatics | Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system,"Biochemistry, Genetics and Molecular Biology; Neuroscience",Cognitive Neuroscience (Q1); Aging (Q2),RC321-571,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry
oci:061401761496-06110493469,omid:br/061401761496,Physical Review A [omid:br/0619043744 issn:2469-9926 issn:2469-9934 openalex:S4210182288],omid:br/06110493469,Science [omid:br/0619015403 doi:10.1126/science issn:0036-8075 issn:1095-9203 openalex:S3880285],2021-04-02,False,True,Incoming,"['24699926', '24699934']","['00368075', '10959203']",Physics and Astronomy,"Atomic and Molecular Physics, and Optics (Q1)",,,Arts and Humanities; Multidisciplinary,History and Philosophy of Science (Q1); Multidisciplinary (Q1),,
oci:0680720168-06180301840,omid:br/0680720168,Nanoscale [omid:br/0626023148 doi:10.1039/2040-3372/2009 issn:2040-3364 issn:2040-3372 openalex:S23181512],omid:br/06180301840,Nature Materials [omid:br/061205501 issn:1476-1122 issn:1476-4660 openalex:S103895331],2018,True,False,Outgoing,"['20403372', '20403364', '20403372']","['14761122', '14764660']",Materials Science,Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q2),,,Chemistry; Engineering; Materials Science; Physics and Astronomy,Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1),,
oci:0605312863-061501730841,omid:br/0605312863,The Astrophysical Journal [omid:br/064040542 issn:0004-637X issn:1538-4357 openalex:S1980519],omid:br/061501730841,The Astrophysical Journal [omid:br/064040542 issn:0004-637X issn:1538-4357 openalex:S1980519],2024-12-26,True,False,Outgoing,"['0004637X', '15384357']","['0004637X', '15384357']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics
oci:06101369274-061302444290,omid:br/06101369274,Confluentes Mathematici [omid:br/06101370320 issn:1793-7434 issn:1793-7442],omid:br/061302444290,Journal Of The American Mathematical Society [omid:br/0614048834 issn:0894-0347 issn:1088-6834 openalex:S130224168],2010-12,True,False,Outgoing,"['17937434', '17937442']","['08940347', '10886834']",Mathematics,Applied Mathematics (Q3); Mathematical Physics (Q3); Mathematics (miscellaneous) (Q3),,,Mathematics,Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1),,
oci:06170563638-06101849954,omid:br/06170563638,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],omid:br/06101849954,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],2019-02-15,False,True,Incoming,"['24700010', '24700029']","['10298479', '11266708']",Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:061202667883-0660121097,omid:br/061202667883,Revue Francophone d'Orthoptie [omid:br/06402378997 issn:1876-2204 openalex:S2898222027],omid:br/0660121097,Chemical Physics Letters [omid:br/062302564 issn:0009-2614 openalex:S44567922],2016-07-15,True,False,Outgoing,['18762204'],['00092614'],,,,,Chemistry; Physics and Astronomy,Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2),,
oci:062501722500-061701735871,omid:br/062501722500,Astronomy & Astrophysics [omid:br/064040455 issn:0004-6361 issn:1432-0746 openalex:S205231332],omid:br/061701735871,The Astrophysical Journal [omid:br/064040542 issn:0004-637X issn:1538-4357 openalex:S1980519],2015-05-22,True,False,Outgoing,"['00046361', '14320746']","['0004637X', '15384357']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics
oci:061101825172-06201434963,omid:br/061101825172,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],omid:br/06201434963,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],2015-11-19,False,True,Incoming,"['13652966', '00358711', '13652966']","['15502368', '15507998']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,,,,
oci:062201361986-06190866909,omid:br/062201361986,Journal Of Neurobiology [omid:br/0613030556 doi:10.1002/(issn)1097-4695 issn:0022-3034 issn:1097-4695 openalex:S68990794],omid:br/06190866909,Current Opinion In Neurobiology [omid:br/0619023463 issn:0959-4388 openalex:S120775027],2005,False,True,Incoming,"['10974695', '00223034', '10974695']",['09594388'],,,,,Neuroscience,Neuroscience (miscellaneous) (Q1),,
oci:06330522163-061302056940,omid:br/06330522163,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],omid:br/061302056940,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2024-07-24,True,False,Outgoing,"['24700010', '24700029']","['00319007', '10797114']",Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:062503919943-061902029377,omid:br/062503919943,Classical And Quantum Gravity [omid:br/061606259 issn:0264-9381 issn:1361-6382 openalex:S171172751],omid:br/061902029377,Physical Review X [omid:br/0619047744 issn:2160-3308 openalex:S137042341],2023-02-20,False,True,Incoming,"['02649381', '13616382']",['21603308'],Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),QC1-999,Science: Physics
oci:06280155258-0630178360,omid:br/06280155258,Brain Communications [omid:br/06150736239 issn:2632-1297 openalex:S4210235363],omid:br/0630178360,Experimental Neurology [omid:br/062102557 issn:0014-4886 openalex:S165592611],2023,True,False,Outgoing,['26321297'],['00144886'],Medicine; Neuroscience,Biological Psychiatry (Q1); Cellular and Molecular Neuroscience (Q1); Neurology (Q1); Psychiatry and Mental Health (Q1),RC321-571,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry,Neuroscience,Developmental Neuroscience (Q1); Neurology (Q1),,
oci:06101015231-0647062409,omid:br/06101015231,Analytical Letters [omid:br/066024082 issn:0003-2719 issn:1532-236X openalex:S152476886],omid:br/0647062409,Physica Status Solidi (A) [omid:br/067020109 issn:1862-6300 issn:1862-6319 openalex:S7159504],2012-06,False,True,Incoming,"['00032719', '1532236X']","['18626300', '18626319']","Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine",Analytical Chemistry (Q3); Biochemistry (medical) (Q3); Spectroscopy (Q3); Biochemistry (Q4); Clinical Biochemistry (Q4); Electrochemistry (Q4),,,Engineering; Materials Science; Physics and Astronomy,"Electrical and Electronic Engineering (Q2); Surfaces, Coatings and Films (Q2); Condensed Matter Physics (Q3); Electronic, Optical and Magnetic Materials (Q3); Materials Chemistry (Q3); Surfaces and Interfaces (Q3)",,
oci:0650323390-06801396536,omid:br/0650323390,Biophysical Journal [omid:br/061505620 issn:0006-3495 issn:1542-0086 openalex:S98085912],omid:br/06801396536,Review Of Scientific Instruments [omid:br/0623034124 issn:0034-6748 issn:1089-7623 openalex:S31010182],2018-11,True,False,Outgoing,"['00063495', '15420086']","['00346748', '10897623']","Biochemistry, Genetics and Molecular Biology",Biophysics (Q1),,,Medicine; Physics and Astronomy,Instrumentation (Q2); Medicine (miscellaneous) (Q3),,
oci:06501381142-0631022514,omid:br/06501381142,FEBS Letters [omid:br/068035745 issn:0014-5793 issn:1873-3468 openalex:S104830714],omid:br/0631022514,Journal Of Biomolecular NMR [omid:br/061018235 issn:0925-2738 issn:1573-5001 openalex:S181390377],1996-04-01,True,False,Outgoing,"['00145793', '18733468']","['09252738', '15735001']","Biochemistry, Genetics and Molecular Biology",Biochemistry (Q1); Biophysics (Q1); Cell Biology (Q2); Genetics (Q2); Molecular Biology (Q2); Structural Biology (Q2),,,"Biochemistry, Genetics and Molecular Biology; Chemistry",Spectroscopy (Q1); Biochemistry (Q2),,
oci:062401222049-06160350698,omid:br/062401222049,Comptes Rendus. Physique [omid:br/06103185127 issn:1631-0705 issn:1878-1535],omid:br/06160350698,Nature [omid:br/0626016512 issn:0028-0836 issn:1465-7392 issn:1476-4679 issn:1476-4687 issn:1744-7933],2011-04,False,True,Incoming,"['16310705', '18781535']","['00280836', '14657392', '14764679', '14764687', '17447933']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q2),QC1-999,Science: Physics,Multidisciplinary,Multidisciplinary (Q1),,
oci:061201425182-06502448777,omid:br/061201425182,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],omid:br/06502448777,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2010-12-01,False,True,Incoming,"['15502368', '15507998']","['00319007', '10797114']",,,,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:061301426868-06801836183,omid:br/061301426868,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],omid:br/06801836183,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],2010-08-02,True,False,Outgoing,"['15502368', '15507998']","['10298479', '11266708']",,,,,Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:06601125343-06303930444,omid:br/06601125343,Surface Science [omid:br/0619029451 issn:0039-6028 openalex:S137865625],omid:br/06303930444,Physical Review B [omid:br/0616012786 issn:0163-1829 issn:1095-3795 issn:1098-0121 issn:1550-235X],1987-10,True,True,Internal,['00396028'],"['01631829', '10953795', '10980121', '1550235X']",Materials Science; Physics and Astronomy,"Condensed Matter Physics (Q2); Materials Chemistry (Q2); Surfaces, Coatings and Films (Q2); Surfaces and Interfaces (Q3)",,,,,,
oci:06401848516-06701823193,omid:br/06401848516,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],omid:br/06701823193,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],2019-10,True,False,Outgoing,"['10298479', '11266708']","['10298479', '11266708']",Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:06502835762-06302832238,omid:br/06502835762,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],omid:br/06302832238,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],2020-02,False,True,Incoming,['03702693'],['03702693'],Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics,Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics
oci:061201819235-06401555031,omid:br/061201819235,Biomolecules [omid:br/0611043229 issn:2218-273X openalex:S4210236520],omid:br/06401555031,Journal Of The American Chemical Society [omid:br/0611037230 issn:0002-7863 issn:1520-5126 openalex:S111155417],2020-06-18,True,False,Outgoing,['2218273X'],"['00027863', '15205126']","Biochemistry, Genetics and Molecular Biology",Biochemistry (Q1); Molecular Biology (Q2),QR1-502,Science: Microbiology,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry",Biochemistry (Q1); Catalysis (Q1); Chemistry (miscellaneous) (Q1); Colloid and Surface Chemistry (Q1),,
oci:06150897099-062103603640,omid:br/06150897099,Journal Of Investigative Dermatology [omid:br/0613018600 issn:0022-202X issn:1523-1747 openalex:S28607811],omid:br/062103603640,Biochimica Et Biophysica Acta [omid:br/061305713 issn:0006-3002 openalex:S41066938],1993-12,False,True,Incoming,"['0022202X', '15231747']",['00063002'],"Biochemistry, Genetics and Molecular Biology; Medicine",Biochemistry (Q1); Cell Biology (Q1); Dermatology (Q1); Molecular Biology (Q1),,,,,,
oci:062401798831-062501727096,omid:br/062401798831,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],omid:br/062501727096,The Astrophysical Journal [omid:br/064040542 issn:0004-637X issn:1538-4357 openalex:S1980519],2019-07-01,False,True,Incoming,"['13652966', '00358711', '13652966']","['0004637X', '15384357']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics
oci:06201851146-0620327617,omid:br/06201851146,Journal Of Cosmology And Astroparticle Physics [omid:br/062039004 issn:1475-7508 issn:1475-7516 openalex:S120662888],omid:br/0620327617,Classical And Quantum Gravity [omid:br/061606259 issn:0264-9381 issn:1361-6382 openalex:S171172751],2007-02-14,True,False,Outgoing,"['14757508', '14757516']","['02649381', '13616382']",Physics and Astronomy,Astronomy and Astrophysics (Q2),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
